epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
274,28594.7,1.40386,1.24221,0.00842,0.62146,0.45498,0.48928,0.31576,1.54238,1.14775,0.00432,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,28692.9,1.4131,1.23272,0.00816,0.62326,0.45562,0.48963,0.31597,1.54219,1.14709,0.00432,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,28790.9,1.42292,1.24796,0.0083,0.62164,0.45772,0.49001,0.31617,1.54199,1.14651,0.00431,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,28888.9,1.41273,1.2313,0.00826,0.61706,0.46016,0.49043,0.3165,1.54191,1.14574,0.00431,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,28986.9,1.40311,1.23423,0.00818,0.61767,0.45998,0.49101,0.31691,1.54206,1.14478,0.00431,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,29084.8,1.40388,1.22675,0.00836,0.6169,0.46106,0.49145,0.31718,1.54222,1.14407,0.00431,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,29183,1.40347,1.2419,0.00827,0.6196,0.46052,0.49224,0.31733,1.54079,1.14407,0.0043,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,29281.4,1.41557,1.24691,0.0082,0.61899,0.46104,0.49272,0.31768,1.54118,1.14278,0.0043,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,29379.3,1.39901,1.22978,0.00813,0.61842,0.46214,0.49337,0.31798,1.54137,1.14163,0.00431,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,29477.7,1.40195,1.21733,0.00817,0.62043,0.4627,0.49375,0.31825,1.54091,1.14215,0.0043,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,29576,1.39367,1.2078,0.00803,0.61866,0.46321,0.49414,0.31833,1.54076,1.1415,0.0043,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,29674,1.39343,1.23286,0.00817,0.61619,0.46387,0.4947,0.31846,1.54092,1.14082,0.00429,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,29772.3,1.39704,1.21367,0.00816,0.61606,0.46381,0.49503,0.31832,1.54079,1.13989,0.00429,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,29870.2,1.38858,1.21701,0.00808,0.61996,0.46133,0.49534,0.31851,1.54095,1.13946,0.00429,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,29968.2,1.39759,1.20055,0.00794,0.62102,0.46092,0.49573,0.31852,1.54059,1.13809,0.00429,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,30066.4,1.38937,1.2,0.00817,0.62129,0.46218,0.4963,0.31882,1.54074,1.13728,0.00429,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,30164.6,1.37552,1.18238,0.00781,0.6218,0.46357,0.49675,0.3194,1.54096,1.1361,0.00429,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,30262.4,1.26903,1.11357,0.0094,0.62208,0.46364,0.49734,0.31955,1.54,1.13589,0.00428,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,30359.1,1.26585,1.10612,0.00935,0.62489,0.46364,0.49842,0.31999,1.53927,1.13545,0.00428,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,30455.8,1.26173,1.10538,0.00919,0.62423,0.46239,0.499,0.32021,1.53848,1.13493,0.00428,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,30552.5,1.25318,1.094,0.0092,0.62886,0.46225,0.49944,0.32075,1.53777,1.13454,0.00428,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,30649.1,1.26107,1.09494,0.00935,0.62979,0.46335,0.50006,0.32126,1.53717,1.13337,0.00428,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,30745.6,1.25266,1.09299,0.00933,0.63439,0.46326,0.50055,0.3214,1.53673,1.13333,0.00427,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,30842.3,1.24749,1.06093,0.00914,0.63683,0.46325,0.50076,0.322,1.53686,1.13193,0.00427,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,30939.1,1.25661,1.07013,0.00896,0.63742,0.4631,0.50116,0.32218,1.53731,1.13046,0.00427,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,31035.9,1.25648,1.07375,0.00914,0.64153,0.4634,0.50133,0.32257,1.53751,1.13031,0.00427,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,31132.8,1.26249,1.07511,0.00897,0.64523,0.46311,0.502,0.32293,1.53738,1.12953,0.00427,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
